"Nr. Ctr.","Adresa","Nr","Sector","Anul construirii","Regimul de inaltime","Numar de apartamente","Anul Elaborarii Expertizei Tehnice","Expertul tehnic atestat pentru cerinta esentiala de calitate-rezistenta mecanica si stabilitate - M.D.L.P.A.","Ultima incadrare in clasa de risc","Incadrari anterioare in clasa de risc","Observatii"
"1371","Strada DRUMEA RADULESCU","12","Sector 4","1900","S+P+1E+Ma","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1372","Calea DUDESTI","37","Sector 3","1930","S+P+2E","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1373","Calea DUDESTI","51","Sector 3","1900","S+P","0","1993","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1374","Calea DUDESTI","139","Sector 3","1930","S+P+2E","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1375","Calea DUDESTI","141","Sector 3","1930","S+P+1E","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1376","Strada DUMBRAVA ROSIE","5","Sector 2","1914","S+P+2E+Ma","0","1993","Mircea MIRONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1377","Strada DUMBRAVA ROSIE","12 (corp A+B+C)","Sector 2","1915","S+P+1E+Ma; S+P+3E+Ma","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1378","Strada DUMBRAVA ROSIE","16","Sector 2","1928","S+P+2E+Ma","0","1993","Dan DUMITRESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1379","Strada DUMBRAVA ROSIE","20","Sector 2","1936","S+P+2E+Ma","0","1994","Mihai STEFANESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1380","Strada DUMBRAVA ROSIE","28","Sector 2","1937","S+P+2E+Ma","0","1993","Adina SIMION","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1381","Intrarea DUMITRU LEMNEA","1","Sector 1","1934","S+P+3E","0","1995","Horia DUGAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1382","Intrarea DUMITRU LEMNEA","2","Sector 1","1934","S+P+2E+Ma","0","1995","Horia DUGAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1383","Intrarea DUMITRU LEMNEA","6","Sector 1","1939","S+P+2E","3","1995","Leonid NEAGOE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1384","Intrarea DUMITRU LEMNEA","7","Sector 1","1939","S+P+2E+Ma","0","1995","Gheorghe DUMITRU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1385","Intrarea DUMITRU LEMNEA","8","Sector 1","1935","S+P+2E","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1386","Intrarea DUMITRU LEMNEA","18","Sector 1","1930","S+P+2E+Ma","0","1993","Nicolae ROSCA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1387","Strada DUMITRU PAPAZOGLU","106 (corp A+B)","Sector 3","1930","S+P+1E+Ma; S+P+1E+Pod","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1388","Strada DUNAREA ALBASTRA","2 (corp A+B)","Sector 3","1930","S+P; P","2","1993","Niculae TEMELCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1389","Strada DUZILOR","2","Sector 2","1935","S+P+2E","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1390","Strada DUZILOR","8 (corp A+B)","Sector 2","1910","S+P; S+P","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1391","Strada DUZILOR","33","Sector 2","1938","S+P+2E+Ma","0","1993","Adina SIMION","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1392","Strada ECATERINA TEODOROIU","7","Sector 1","1890","S+P+2E+Ma","0","1996","Ovidiu GEORGESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1393","Strada ECATERINA TEODOROIU","16","Sector 1","1922","S+P+1E+Ma","0","1993","Stelian PICULESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1394","Strada ECLESIARHULUI","8","Sector 1","1950","S+P+2E+Ma","0","1994","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1395","Strada EFORIEI","2","Sector 5","1947","S+P+Mz+8E","0","1995","Constantin TARHON","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1396","Strada ELENA CUZA","5 (corp A+B)","Sector 4","1936","S+P+2E; S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1397","Strada ELENA CUZA","15","Sector 4","1910","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1398","Strada ELENA CUZA","25 (corp A+B+C+D)","Sector 4","1920","S+P","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1399","Strada ELENA CUZA","27 (corp A)","Sector 4","1925","S+P","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1400","Strada ELENA CUZA","35","Sector 4","1937","S+P+2E","3","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1401","Strada ELENA CUZA","40 (corp A+B+C)","Sector 4","1940","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1402","Strada ELENA CUZA","42 (corp A+B+C)","Sector 4","1940","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1403","Strada ELENA CUZA","45","Sector 4","1910","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1404","Strada ELENA CUZA","47 (corp A+B)","Sector 4","1900","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1405","Strada ELENA CUZA","53","Sector 4","1901","S+P","0","1993","Alexandru BRANZEI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1406","Strada EMANOIL PORUMBARU","7","Sector 1","1940","S+P+4E","0","1994","ing. Mihai URSACHESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1407","Strada EMANUEL DAVID","2","Sector 1","1938","S+P+3E","0","1995","Mircea IONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1408","Strada EMANUEL DAVID","5","Sector 1","1909","S+P+2E+Ma","0","1994","Eugen ANTONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1409","Strada EMANUEL DAVID","9","Sector 1","1926","S+P+1E+Ma","0","1993","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1410","Strada EPISCOPUL RADU","6","Sector 2","1934","S+P+1E","0","1993","Anatolie CAZACLIU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1411","Strada EPISCOPUL RADU","15","Sector 2","1895","S+P+1E","0","1993","Dan DUMITRU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1412","Strada EPISCOPUL RADU","40","Sector 2","1935","S+P+3E","0","1994","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1413","Strada EUFROSIN POTECA","16","Sector 2","1936","S+P+1E+Ma","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1414","Strada EUFROSIN POTECA","22","Sector 2","1939","S+P+1E","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1415","Strada EUFROSIN POTECA","36","Sector 2","1936","S+P+1E+Ma","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1416","Strada EUGENIU CARADA","5÷7","Sector 3","1958","S+P+5E","0","1994","ing. Mihai URSACHESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1417","Strada EUGENIU CARADA","7","Sector 3","1909","S+P+1E","0","1993","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1418","Strada FAINARI","10 (corp A+B)","Sector 2","1934","S+P+1E+Ma; S+P","0","1993","Adina SIMION","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1419","Strada FAINARI","45 (corp A+B)","Sector 2","1927","S+P+1E+Ma; S+P+1E+Ma","0","1993","Adina SIMION","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2. U3"
"1420","Strada FANTANICA","16","Sector 2","1930","S+P+1E","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1421","Strada FELICIA RACOVITA","7","Sector 5","1935","S+P+3E+Ma","0","1995","Grigore PANICOV","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1422","Bulevardul FERDINAND I","8","Sector 2","1880","S+P+2E","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1423","Bulevardul FERDINAND I","17","Sector 2","1934","S+P+3E","0","1996","Nicolae TOPA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1424","Bulevardul FERDINAND I","29","Sector 2","1934","S+P+2E+Ma","0","1993","Ion VARSA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1425","Bulevardul FERDINAND I","30","Sector 2","1933","S+P+3E+Ma","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1426","Bulevardul FERDINAND I","41","Sector 2","1939","S+P+7E+Ma","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1427","Bulevardul FERDINAND I","44","Sector 2","1947","S+P+8E","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1428","Bulevardul FERDINAND I","47bis","Sector 2","1900","S+P+2E","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1429","Bulevardul FERDINAND I","49","Sector 2","1902","S+P+2E","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1430","Bulevardul FERDINAND I","51 (corp B+C)","Sector 2","1931 1928","S+P+1E S+P+1E","4","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1431","Bulevardul FERDINAND I","59","Sector 2","1935","S+P+2E","0","1993","Viorel CONSTANTINESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1432","Bulevardul FERDINAND I","60","Sector 2","1925","S+P+2E","0","1993","Ion VARSA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1433","Bulevardul FERDINAND I","76","Sector 2","1920; 1932","S+P+2E; S+P+2E","0","1993","Traian POPP","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3. U2"
"1434","Bulevardul FERDINAND I","141","Sector 2","1960","S+P+4E","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1435","Calea FERENTARI","72 (bloc 20)","Sector 5","1949","S+P+3E","0","1993","Gabriel NICULESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1436","Calea FERENTARI","72 (bloc A1)","Sector 5","1948","S+P+3E","0","1993","Gabriel NICULESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1437","Calea FERENTARI","72 (bloc A3)","Sector 5","1947; 1952","S+P+3E","0","1993","Helmuth KOBER","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1438","Calea FERENTARI","72 (bloc A5)","Sector 5","1950","S+P+3E","0","1993","Laur AGAPI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1439","Calea FERENTARI","72 (bloc A6)","Sector 5","1949","S+P+3E","0","1993","Cristian BALAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1440","Calea FERENTARI","72 (bloc A10)","Sector 5","1951","S+P+3E","0","1993","Nicolae GHITA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1441","Calea FERENTARI","72 (bloc B2)","Sector 5","1949","S+P+3E","0","1993","Cristian BALAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1442","Calea FERENTARI","72 (bloc B3)","Sector 5","1949","S+P+3E","0","1993","Cristian BALAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1443","Calea FERENTARI","72 (bloc B4)","Sector 5","1947","S+P+3E","0","1993","Helmuth KÖBER","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1444","Calea FERENTARI","72 (bloc C2)","Sector 5","1949","S+P+3E","0","1993","Cristian BALAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1445","Calea FERENTARI","72 (bloc C4)","Sector 5","1947","S+P+3E","0","1993","Helmuth KÖBER","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1446","Calea FERENTARI","72 (bloc C6)","Sector 5","1947","S+P+3E","0","1993","Helmuth KÖBER","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1447","Strada FEROVIARILOR","1÷5","Sector 1","1918","S+P+2E","0","1993","Marius HOTINCEANU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1448","Strada FEROVIARILOR","6÷8","Sector 1","1946","S+P+1E+Ma","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1449","Strada FEROVIARILOR","11÷13","Sector 1","1946","S+P+2E+Ma","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1450","Strada FEROVIARILOR","22÷24","Sector 1","1946","S+P+1E+Ma","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1451","Strada FEROVIARILOR","26÷28","Sector 1","1946","S+P+1E+Ma","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1452","Strada FEROVIARILOR","35B","Sector 1","1960","S+P+1E","0","1993","Gheorghe AFANASENCO","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1453","Strada FEROVIARILOR","37","Sector 1","1920","S+P+1E","0","1993","Gheorghe AFANASENCO","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1454","Strada FEROVIARILOR","47÷49","Sector 1","1929","S+P+2E","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1455","Strada FEROVIARILOR","51","Sector 1","1936","S+P+3E","0","1995","Maria DARIE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1456","Strada FEROVIARILOR","62÷64","Sector 1","1930","S+P+1E","0","1993","Mircea CONDRUT","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1457","Strada FEROVIARILOR","78÷84A","Sector 1","1920","S+P+1E","0","1993","Gheorghe DRUGEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1458","Strada FLOARE ROSIE","7 (bloc 51)","Sector 6","1965","S+P+9E","200","2016"," Popescu V.Dumitru","3.Clasa de risc seismic RsIII.	",,"	  INCADRARE IN CATEGORIE DE URGENTA U3 în anul 1993 expert ing. Anatolie Cazacliu.  Incadrare in clasa de risc seismic RsIII in anul 2016 (documentatie tehnico economică elaborată pentru cresterea eficientei energetice a constructiei)"
"1459","Strada FLOREA LAZAR","3 (bloc 8B)","Sector 2","1975","S+P+10E","0","1993","Dan MIHAILESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1460","Calea FLOREASCA","11","Sector 1","1924","S+P+2E","0","1993","Radu DIAMANDOPOL","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1461","Calea FLOREASCA","19","Sector 1","1926","S+P+2E+Ma","0","1993","Dan POPESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1462","Strada FOISORUL DE FOC","1","Sector 2","1926","S+P+5E","0","1993","Ion VARSA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1463","Strada FRANCEZA","7 (corp A+B)","Sector 3","1879","S+P+1E","0","1993","Emil COROIU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3 (ruina)"
"1464","Strada FRANCEZA","12","Sector 3","1870","S+P+2E","0","1993","Mircea MIRONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1. U2"
"1465","Strada FRANCEZA","13","Sector 3","1895","S+P+2E+Pod","0","1993","Armand NEFIAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1466","Strada FRANCEZA","16","Sector 3","1850","S+P+1E","0","1993","Maria CRACIUN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1467","Strada FRANCEZA","17","Sector 3","1890","S+P+2E+Ma","0","1993","Dan MIHAILESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1468","Strada FRANCEZA","18 (corp A+B)","Sector 3","1883","S+P+2E; S+P+Mz+2E","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1469","Strada FRANCEZA","19","Sector 3","1880","S+P+1E","0","1993","Voicu DORDEA","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1470","Strada FRANCEZA","34","Sector 3","1840","S+P+1E+Ma","0","1993","Mircea MIRONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1471","Strada FRANCEZA","46","Sector 3","1925","S+P+2E+Ma","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1472","Strada FRANCEZA","56","Sector 3","1870","S+P+1E","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1473","Strada FRANCEZA","58","Sector 3","1890","S+P+3E","0","1993","Mircea MIRONESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1474","Strada FRANCEZA","64","Sector 3","1870","S+P+3E","0","1993","Mircea PERJESCU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1475","Strada FRANCEZA","66","Sector 3","1870","S+P+4E+Ma","0","1993","Niculaie TUDOSE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1"
"1476","Strada FRUMOASA","12","Sector 1","1900","S+P+1E","0","1993","Silvia CARAMAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1477","Strada FRUMOASA","20","Sector 1","1890","S+P+1E","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1478","Strada FRUMOASA","29","Sector 1","1940","S+P+1E+Ma","0","1993","Radu AGENT","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"1479","Strada FRUMOASA","33","Sector 1","1912","S+P+1E+Ma","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1480","Strada FRUMOASA","35 (corp A)","Sector 1","1933","S+P","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1481","Strada FRUMOASA","47","Sector 1","1910","S+P+1E+Ma","0","1993","Valter BOGDAN","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1482","Soseaua FUNDENI","2 (bloc 11B)","Sector 2","1975","S+P+14E","0","1995","Mircea NEICU","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U3"
"1483","Strada GABROVENI","10 (corp A+B)","Sector 3","1898; 1936","S+P+3E+Ma; S+P+2E","0","1993","Radu PETROVICI","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U1. U2"
